"Day ","Items ","Note ","Amount "
"51","Retail","Revenue - Retail Sales Detroit - Shampoo","5292"
"51","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1690"
"51","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","3315"
"51","Retail","Revenue - Retail Sales San Francisco - Shampoo","2470"
"51","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14925"
"51","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","19800"
"51","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7125"
"51","Retail","Revenue - Retail Sales New York - Mouthwash","40800"
"51","Retail","Revenue - Retail Sales New York - Body Wash  ","80850"
"51","Retail","Revenue - Retail Sales New York - Shampoo","22500"
"51","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2535"
"51","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","9555"
"51","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3705"
"51","Retail","Revenue - Retail Sales Chicago - Mouthwash","2268"
"51","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3717"
"51","Retail","Revenue - Retail Sales Chicago - Shampoo","1575"
"51","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"51","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"51","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"51","Rental Expense","Cash Payment - Rental - New York","-4020"
"51","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"51","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"51","Rental Expense","Cash Payment - Rental - Miami","-1800"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"50","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"50","Salary Expense","Cash Payment - Salary Expense","-28170"
"50","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"50","Retail","Revenue - Retail Sales Detroit - Mouthwash","2646"
"50","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4221"
"50","Retail","Revenue - Retail Sales Detroit - Shampoo","4158"
"50","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1625"
"50","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","2925"
"50","Retail","Revenue - Retail Sales San Francisco - Shampoo","2535"
"50","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13650"
"50","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","22500"
"50","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5625"
"50","Retail","Revenue - Retail Sales New York - Mouthwash","42450"
"50","Retail","Revenue - Retail Sales New York - Body Wash  ","80550"
"50","Retail","Revenue - Retail Sales New York - Shampoo","23700"
"50","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2470"
"50","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","7930"
"50","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3120"
"50","Retail","Revenue - Retail Sales Chicago - Mouthwash","1512"
"50","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3402"
"50","Retail","Revenue - Retail Sales Chicago - Shampoo","1953"
"50","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"50","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"50","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"50","Rental Expense","Cash Payment - Rental - New York","-4020"
"50","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"50","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"50","Rental Expense","Cash Payment - Rental - Miami","-1800"
"49","Human Resource Expense","Counselled","-2000"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"49","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"49","Salary Expense","Cash Payment - Salary Expense","-28130"
"49","Retail","Revenue - Retail Sales Detroit - Mouthwash","3024"
"49","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4158"
"49","Retail","Revenue - Retail Sales Detroit - Shampoo","3969"
"49","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1885"
"49","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","3120"
"49","Retail","Revenue - Retail Sales San Francisco - Shampoo","2145"
"49","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13950"
"49","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","21375"
"49","Retail","Revenue - Retail Sales Los Angeles - Shampoo","5550"
"49","Retail","Revenue - Retail Sales New York - Mouthwash","45450"
"49","Retail","Revenue - Retail Sales New York - Body Wash  ","77475"
"49","Retail","Revenue - Retail Sales New York - Shampoo","19575"
"49","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","2470"
"49","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","9230"
"49","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3705"
"49","Retail","Revenue - Retail Sales Chicago - Mouthwash","1953"
"49","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3024"
"49","Retail","Revenue - Retail Sales Chicago - Shampoo","1827"
"49","Services","Revenue - Service Sales Order ID: 6983","78000"
"49","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"49","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"49","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"49","Rental Expense","Cash Payment - Rental - New York","-4020"
"49","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"49","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"49","Rental Expense","Cash Payment - Rental - Miami","-1800"
"48","Sales E Commerce","Revenue - ECM SO ID: 7009","29118"
"48","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7899 ","-75000"
"48","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7899 ","-85000"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"48","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"48","Salary Expense","Cash Payment - Salary Expense","-28130"
"48","Retail","Revenue - Retail Sales Detroit - Mouthwash","3402"
"48","Retail","Revenue - Retail Sales Detroit - Body Wash  ","4914"
"48","Retail","Revenue - Retail Sales Detroit - Shampoo","4221"
"48","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1950"
"48","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","2665"
"48","Retail","Revenue - Retail Sales San Francisco - Shampoo","2600"
"48","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13875"
"48","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","21300"
"48","Retail","Revenue - Retail Sales Los Angeles - Shampoo","6525"
"48","Retail","Revenue - Retail Sales New York - Mouthwash","36225"
"48","Retail","Revenue - Retail Sales New York - Body Wash  ","76950"
"48","Retail","Revenue - Retail Sales New York - Shampoo","21900"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3250"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","7995"
"48","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3315"
"48","Retail","Revenue - Retail Sales Chicago - Mouthwash","1575"
"48","Retail","Revenue - Retail Sales Chicago - Body Wash  ","3150"
"48","Retail","Revenue - Retail Sales Chicago - Shampoo","1953"
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-29"
"48","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"48","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"48","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"48","Rental Expense","Cash Payment - Rental - New York","-4020"
"48","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"48","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"48","Rental Expense","Cash Payment - Rental - Miami","-1800"
"47","Wholesales (B2B)","Revenue - B2B SO ID: 6993","749550"
"47","Human Resource Expense","Staff Dismiss","-44000"
"47","Human Resource Expense","Attended Training","-15000"
"47","Human Resource Expense","Counselled","-2000"
"47","Human Resource Expense","Counselled","-2000"
"47","Human Resource Expense","Counselled","-2000"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"47","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"47","Salary Expense","Cash Payment - Salary Expense","-28130"
"47","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"47","Retail","Revenue - Retail Sales Detroit - Mouthwash","4536"
"47","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8001"
"47","Retail","Revenue - Retail Sales Detroit - Shampoo","6615"
"47","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2925"
"47","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4485"
"47","Retail","Revenue - Retail Sales San Francisco - Shampoo","4225"
"47","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16950"
"47","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28875"
"47","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7875"
"47","Retail","Revenue - Retail Sales New York - Mouthwash","41925"
"47","Retail","Revenue - Retail Sales New York - Body Wash  ","90225"
"47","Retail","Revenue - Retail Sales New York - Shampoo","26700"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4225"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11310"
"47","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4940"
"47","Retail","Revenue - Retail Sales Chicago - Mouthwash","2961"
"47","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5418"
"47","Retail","Revenue - Retail Sales Chicago - Shampoo","3465"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-203"
"47","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"47","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"47","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"47","Rental Expense","Cash Payment - Rental - New York","-4020"
"47","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-42"
"47","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"47","Rental Expense","Cash Payment - Rental - Miami","-1800"
"46","Sales E Commerce","Revenue - ECM SO ID: 6765","12209"
"46","Sales E Commerce","Revenue - ECM SO ID: 6775","31382"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7183 ","-85850"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7300 ","-51510"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7374 ","-57000"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"46","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"46","Salary Expense","Cash Payment - Salary Expense","-28515"
"46","Retail","Revenue - Retail Sales Detroit - Mouthwash","5985"
"46","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9954"
"46","Retail","Revenue - Retail Sales Detroit - Shampoo","8505"
"46","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2925"
"46","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4485"
"46","Retail","Revenue - Retail Sales San Francisco - Shampoo","4160"
"46","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16275"
"46","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","27150"
"46","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7800"
"46","Retail","Revenue - Retail Sales New York - Mouthwash","45300"
"46","Retail","Revenue - Retail Sales New York - Body Wash  ","84000"
"46","Retail","Revenue - Retail Sales New York - Shampoo","27450"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4095"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11245"
"46","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4875"
"46","Retail","Revenue - Retail Sales Chicago - Mouthwash","3024"
"46","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5418"
"46","Retail","Revenue - Retail Sales Chicago - Shampoo","3528"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-203"
"46","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"46","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"46","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"46","Rental Expense","Cash Payment - Rental - New York","-4020"
"46","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-42"
"46","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"46","Rental Expense","Cash Payment - Rental - Miami","-1800"
"45","Sales E Commerce","Revenue - ECM SO ID: 6402","6169"
"45","Wholesales (B2B)","Revenue - B2B SO ID: 6620","1023000"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"45","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"45","Salary Expense","Cash Payment - Salary Expense","-28495"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7009","-291"
"45","Retail","Revenue - Retail Sales Detroit - Mouthwash","4851"
"45","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11151"
"45","Retail","Revenue - Retail Sales Detroit - Shampoo","6741"
"45","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2795"
"45","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4615"
"45","Retail","Revenue - Retail Sales San Francisco - Shampoo","4225"
"45","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16050"
"45","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28200"
"45","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9075"
"45","Retail","Revenue - Retail Sales New York - Mouthwash","43125"
"45","Retail","Revenue - Retail Sales New York - Body Wash  ","84900"
"45","Retail","Revenue - Retail Sales New York - Shampoo","27825"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4160"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10140"
"45","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","5070"
"45","Retail","Revenue - Retail Sales Chicago - Mouthwash","3213"
"45","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5796"
"45","Retail","Revenue - Retail Sales Chicago - Shampoo","3339"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-261"
"45","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"45","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"45","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"45","Rental Expense","Cash Payment - Rental - New York","-4020"
"45","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-84"
"45","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"45","Rental Expense","Cash Payment - Rental - Miami","-1800"
"44","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7163 ","-90950"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"44","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"44","Salary Expense","Cash Payment - Salary Expense","-28477"
"44","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"44","Retail","Revenue - Retail Sales Detroit - Mouthwash","4788"
"44","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10458"
"44","Retail","Revenue - Retail Sales Detroit - Shampoo","6174"
"44","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2925"
"44","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4420"
"44","Retail","Revenue - Retail Sales San Francisco - Shampoo","4290"
"44","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15750"
"44","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","26925"
"44","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8475"
"44","Retail","Revenue - Retail Sales New York - Mouthwash","46800"
"44","Retail","Revenue - Retail Sales New York - Body Wash  ","86100"
"44","Retail","Revenue - Retail Sales New York - Shampoo","28350"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4160"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11180"
"44","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4810"
"44","Retail","Revenue - Retail Sales Chicago - Mouthwash","3087"
"44","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5607"
"44","Retail","Revenue - Retail Sales Chicago - Shampoo","3213"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-261"
"44","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"44","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"44","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"44","Rental Expense","Cash Payment - Rental - New York","-4020"
"44","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-126"
"44","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"44","Rental Expense","Cash Payment - Rental - Miami","-1800"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6767 ","-606000"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6767 ","-707200"
"43","Human Resource Expense","Counselled","-2000"
"43","Human Resource Expense","Staff Dismiss","-27000"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"43","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"43","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"43","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"43","Salary Expense","Cash Payment - Salary Expense","-28404"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6765","-122"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6775","-314"
"43","Retail","Revenue - Retail Sales Detroit - Mouthwash","4347"
"43","Retail","Revenue - Retail Sales Detroit - Body Wash  ","11025"
"43","Retail","Revenue - Retail Sales Detroit - Shampoo","6552"
"43","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2860"
"43","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4680"
"43","Retail","Revenue - Retail Sales San Francisco - Shampoo","4160"
"43","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16725"
"43","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28275"
"43","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8475"
"43","Retail","Revenue - Retail Sales New York - Mouthwash","45450"
"43","Retail","Revenue - Retail Sales New York - Body Wash  ","85200"
"43","Retail","Revenue - Retail Sales New York - Shampoo","26925"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4095"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11115"
"43","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4875"
"43","Retail","Revenue - Retail Sales Chicago - Mouthwash","2961"
"43","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5481"
"43","Retail","Revenue - Retail Sales Chicago - Shampoo","3402"
"43","Services","Revenue - Service Sales Order ID: 5344","143000"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-319"
"43","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"43","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"43","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"43","Rental Expense","Cash Payment - Rental - New York","-4020"
"43","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","-126"
"43","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"43","Rental Expense","Cash Payment - Rental - Miami","-1800"
"42","Sales E Commerce","Revenue - ECM SO ID: 6055","30698"
"42","Human Resource Expense","Staff Dismiss","-40000"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"42","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"42","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"42","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"42","Salary Expense","Cash Payment - Salary Expense","-28772"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6402","-62"
"42","Retail","Revenue - Retail Sales Detroit - Mouthwash","4550"
"42","Retail","Revenue - Retail Sales Detroit - Body Wash  ","10660"
"42","Retail","Revenue - Retail Sales Detroit - Shampoo","5980"
"42","Retail","Revenue - Retail Sales San Francisco - Mouthwash","3240"
"42","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4920"
"42","Retail","Revenue - Retail Sales San Francisco - Shampoo","5050"
"42","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16875"
"42","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","28275"
"42","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7950"
"42","Retail","Revenue - Retail Sales New York - Mouthwash","44550"
"42","Retail","Revenue - Retail Sales New York - Body Wash  ","87000"
"42","Retail","Revenue - Retail Sales New York - Shampoo","27225"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","4095"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","11310"
"42","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","4940"
"42","Retail","Revenue - Retail Sales Chicago - Mouthwash","2990"
"42","Retail","Revenue - Retail Sales Chicago - Body Wash  ","5525"
"42","Retail","Revenue - Retail Sales Chicago - Shampoo","3185"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","-377"
"42","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"42","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"42","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"42","Rental Expense","Cash Payment - Rental - New York","-4020"
